DOCID,CUSTODIAN,CATEGORY,SUBCATEGORY,STORYLINE,KEY_DOCUMENT,CONFIDENTIALITY,SUGGESTED_PRIVILEGE,EXACT_DUPLICATE,FILENAME,SUBJECT_OR_TITLE
CROWN00001827,Queen Catherine Parr,loose,docx,(loose),No,Internal - Privy Council,No,No,Draft_Proclamation_catherine_parr005.docx,Draft Proclamation touching the muster of able men
CROWN00001828,King Henry VIII,routine,approval,(routine),No,,No,No,Re The new years gift roll  for approval.eml,Re: The new year's gift roll — for approval
CROWN00001829,King Henry VIII,routine,logistics,(routine),No,Confidential,No,No,Re the masque costumes.eml,Re: the masque costumes
CROWN00001830,King Henry VIII,routine,logistics,(routine),No,,No,No,WorkOrder_rtn-00326.docx,Work Order — the masque costumes
CROWN00001831,Queen Catherine Parr,loose,txt,(loose),No,,No,No,Reading_List_catherine_parr043.txt,Reading List
CROWN00001832,Archbishop Thomas Cranmer,noise,spam_food,(noise),No,,No,No,Lenten Special  No Meat Much Cheese Still Glorious.eml,"Lenten Special — No Meat, Much Cheese, Still Glorious"
CROWN00001833,King Henry VIII,loose,png,(loose),No,,No,No,Portrait_henry144.png,Portrait of an Ambassador
CROWN00001834,King Henry VIII,routine,logistics,(routine),No,,No,No,Note the repair of the great clock.eml,Note: the repair of the great clock
CROWN00001835,Queen Catherine Parr,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  10 Apr 1545.eml,Tudor Times Weekly — 10 Apr 1545
CROWN00001836,Queen Catherine Parr,loose,docx,(loose),No,Internal - Privy Council,No,No,Council_Notes_15450414_catherine_parr124.docx,Privy Council Notes — 14 April 1545
CROWN00001837,Archbishop Thomas Cranmer,noise,it_notice,(noise),No,,No,No,Reminder Mandatory Doublet  Hose Compliance Training.eml,Reminder: Mandatory Doublet & Hose Compliance Training
CROWN00001838,Archbishop Thomas Cranmer,noise,spam_food,(noise),No,,No,No,Two Trenchers for One  This Sennight Only at Ye Olde Pizza H.eml,Two Trenchers for One — This Sennight Only at Ye Olde Pizza Hut
CROWN00001839,Queen Catherine Parr,routine,report,(routine),No,,No,No,Note the Christmas revels.eml,Note: the Christmas revels
CROWN00001840,Queen Catherine Parr,loose,txt,(loose),No,,No,No,Reading_List_catherine_parr013.txt,Reading List
CROWN00001841,Archbishop Thomas Cranmer,noise,calendar,(noise),No,,No,No,Invitation Garter Ceremony.eml,Invitation: Garter Ceremony
CROWN00001842,Archbishop Thomas Cranmer,noise,it_notice,(noise),No,,No,No,Scheduled Maintenance The Royal Scriptorium Sunday 2am-6am.eml,"Scheduled Maintenance: The Royal Scriptorium (Sunday, 2am-6am)"
CROWN00001843,Archbishop Thomas Cranmer,routine,report,(routine),No,Confidential,No,No,Re the tiltyard schedule.eml,Re: the tiltyard schedule
CROWN00001844,Queen Catherine Parr,noise,auto_reply,(noise),No,,No,No,Automatic reply The Muster Of Able Men.eml,Automatic reply: The Muster Of Able Men
CROWN00001845,Archbishop Thomas Cranmer,noise,spam_vendor,(noise),No,,No,No,New Leeches In Stock  Free Delivery on Tonics.eml,New Leeches In Stock + Free Delivery on Tonics
CROWN00001846,Archbishop Thomas Cranmer,noise,calendar,(noise),No,,No,No,Invitation Garter Ceremony.eml,Invitation: Garter Ceremony
CROWN00001847,Archbishop Thomas Cranmer,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00001848,Queen Catherine Parr,noise,calendar,(noise),No,,No,No,Invitation Coronation Banquet.eml,Invitation: Coronation Banquet
CROWN00001849,Queen Catherine Parr,noise,calendar,(noise),No,,No,No,invite.ics,Invitation — Coronation Banquet
CROWN00001850,Archbishop Thomas Cranmer,narrative,succession,Succession,No,,No,No,the New Years gifts  action required.eml,the New Year's gifts — action required
CROWN00001851,Archbishop Thomas Cranmer,narrative,succession,Succession,No,,No,No,Notes_succession_nar-00256.docx,Notes on the New Year's gifts
CROWN00001852,King Henry VIII,narrative,succession,Succession,No,,No,No,Re the New Years gifts  action required.eml,Re: the New Year's gifts — action required
CROWN00001853,Archbishop Thomas Cranmer,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001854,Archbishop Thomas Cranmer,routine,logistics,(routine),No,Confidential,No,No,The embassy to france quarterly.eml,The embassy to france (quarterly)
CROWN00001855,Queen Catherine Parr,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00001856,King Henry VIII,routine,report,(routine),No,,No,No,Note the masque costumes.eml,Note: the masque costumes
CROWN00001857,King Henry VIII,routine,approval,(routine),No,,No,No,Re Note the masque costumes.eml,Re: Note: the masque costumes
CROWN00001858,King Henry VIII,routine,concern,(routine),No,,No,No,Note the victualling of the fleet.eml,Note: the victualling of the fleet
CROWN00001859,King Henry VIII,routine,concern,(routine),No,,No,No,Invoice_rtn-00575.xlsx,Account — the victualling of the fleet
CROWN00001860,Queen Catherine Parr,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  19 Jun 1545.eml,Tudor Times Weekly — 19 Jun 1545
CROWN00001861,King Henry VIII,routine,logistics,(routine),No,Confidential,No,No,The christmas revels.eml,The christmas revels
CROWN00001862,Queen Catherine Parr,routine,request,(routine),No,,No,No,The masque costumes.eml,The masque costumes
CROWN00001863,Archbishop Thomas Cranmer,narrative,succession,Succession,No,,No,No,the Kings physicians reports an update.eml,the King's physicians' reports: an update
CROWN00001864,Archbishop Thomas Cranmer,narrative,succession,Succession,No,,No,No,Re the Kings physicians reports an update.eml,Re: the King's physicians' reports: an update
CROWN00001865,Archbishop Thomas Cranmer,noise,auto_reply,(noise),No,,No,No,Automatic reply The Wool Staple At Calais.eml,Automatic reply: The Wool Staple At Calais
CROWN00001866,Queen Catherine Parr,noise,auto_reply,(noise),No,,No,No,Automatic reply The Scottish Border.eml,Automatic reply: The Scottish Border
CROWN00001867,Archbishop Thomas Cranmer,noise,bounce,(noise),No,,No,No,Undeliverable The Wool Staple At Calais.eml,Undeliverable: The Wool Staple At Calais
CROWN00001868,Queen Catherine Parr,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001869,Archbishop Thomas Cranmer,noise,auto_reply,(noise),No,,No,No,Automatic reply The Tiltyard Schedule.eml,Automatic reply: The Tiltyard Schedule
CROWN00001870,Queen Catherine Parr,routine,concern,(routine),No,,No,No,The royal stables accounts quarterly.eml,The royal stables accounts (quarterly)
CROWN00001871,Queen Catherine Parr,routine,concern,(routine),No,,No,No,Invoice_rtn-00322.xlsx,Account — the royal stables accounts
CROWN00001872,King Henry VIII,routine,logistics,(routine),No,,No,No,The purveyance of venison.eml,The purveyance of venison
CROWN00001873,King Henry VIII,routine,approval,(routine),No,,No,No,Re The purveyance of venison.eml,Re: The purveyance of venison
CROWN00001874,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  12 Sep 1545.eml,Tudor Times Weekly — 12 Sep 1545
CROWN00001875,Queen Catherine Parr,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001876,Queen Catherine Parr,narrative,succession,Succession,No,Confidential,No,No,the regency council further to our last.eml,the regency council (further to our last)
CROWN00001877,Queen Catherine Parr,narrative,succession,Succession,No,,No,No,Re the regency council further to our last.eml,Re: the regency council (further to our last)
CROWN00001878,King Henry VIII,loose,xlsx,(loose),No,Confidential,No,No,Inventory_JewelHouse_henry048.xlsx,Inventory of the Jewel House
CROWN00001879,Queen Catherine Parr,loose,pdf,(loose),No,,No,No,Survey_catherine_parr131.pdf,Survey of Westminster
CROWN00001880,Archbishop Thomas Cranmer,narrative,succession,Succession,No,Internal - Privy Council,No,No,Query on the Kings physicians reports.eml,Query on the King's physicians' reports
CROWN00001881,Queen Catherine Parr,loose,txt,(loose),No,,No,No,Hunting_Log_catherine_parr046.txt,Hunting Log
CROWN00001882,King Henry VIII,loose,docx,(loose),No,Internal - Privy Council,No,No,Council_Notes_15451009_henry058.docx,Privy Council Notes — 09 October 1545
CROWN00001883,Queen Catherine Parr,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00001884,King Henry VIII,narrative,succession,Succession,No,,No,No,Concerning the regency council.eml,Concerning the regency council
CROWN00001885,King Henry VIII,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001886,Queen Catherine Parr,noise,calendar,(noise),No,,No,No,Invitation Christmas Revels.eml,Invitation: Christmas Revels
CROWN00001887,Queen Catherine Parr,routine,concern,(routine),No,,No,No,Note the subsidy assessment for Surrey.eml,Note: the subsidy assessment for Surrey
CROWN00001888,Queen Catherine Parr,routine,report,(routine),No,,No,No,The new years gift roll.eml,The new year's gift roll
CROWN00001889,Queen Catherine Parr,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001890,Queen Catherine Parr,routine,approval,(routine),No,,No,No,Re The new years gift roll.eml,Re: The new year's gift roll
CROWN00001891,Queen Catherine Parr,noise,bounce,(noise),No,,No,No,Undeliverable Repairs To The Royal Barge.eml,Undeliverable: Repairs To The Royal Barge
CROWN00001892,Queen Catherine Parr,noise,it_notice,(noise),No,,No,No,Scheduled Maintenance The Royal Scriptorium Sunday 2am-6am.eml,"Scheduled Maintenance: The Royal Scriptorium (Sunday, 2am-6am)"
CROWN00001893,Queen Catherine Parr,routine,approval,(routine),No,,No,No,The falconry mews  for approval.eml,The falconry mews — for approval
CROWN00001894,Archbishop Thomas Cranmer,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001895,Queen Catherine Parr,loose,docx,(loose),No,Internal - Privy Council,No,No,Council_Notes_15460107_catherine_parr056.docx,Privy Council Notes — 07 January 1546
CROWN00001896,King Henry VIII,noise,spam_food,(noise),No,,No,No,Two Trenchers for One  This Sennight Only at Ye Olde Pizza H.eml,Two Trenchers for One — This Sennight Only at Ye Olde Pizza Hut
CROWN00001897,Queen Catherine Parr,loose,png,(loose),No,,No,No,Plan_catherine_parr079.png,Plan of the Tower of London
CROWN00001898,Queen Catherine Parr,routine,request,(routine),No,,No,No,The kitchen accounts for the quarter  for approval.eml,The kitchen accounts for the quarter — for approval
CROWN00001899,King Henry VIII,routine,logistics,(routine),No,Confidential,No,No,The wine shipment from gascony  for approval.eml,The wine shipment from gascony — for approval
CROWN00001900,King Henry VIII,noise,bounce,(noise),No,,No,No,Undeliverable The Progress Itinerary.eml,Undeliverable: The Progress Itinerary
CROWN00001901,Queen Catherine Parr,routine,approval,(routine),No,,No,No,Note the masque costumes.eml,Note: the masque costumes
CROWN00001902,King Henry VIII,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001903,King Henry VIII,routine,logistics,(routine),No,,No,No,The christmas revels.eml,The christmas revels
CROWN00001904,King Henry VIII,routine,logistics,(routine),No,,No,No,The royal stables accounts.eml,The royal stables accounts
CROWN00001905,King Henry VIII,routine,approval,(routine),No,,No,No,Re The royal stables accounts.eml,Re: The royal stables accounts
CROWN00001906,Archbishop Thomas Cranmer,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001907,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  09 Feb 1546.eml,Tudor Times Weekly — 09 Feb 1546
CROWN00001908,Archbishop Thomas Cranmer,narrative,succession,Succession,No,,No,No,the regency council  for your consideration.eml,the regency council — for your consideration
CROWN00001909,Archbishop Thomas Cranmer,noise,it_notice,(noise),No,,No,No,Scheduled Maintenance The Royal Scriptorium Sunday 2am-6am.eml,"Scheduled Maintenance: The Royal Scriptorium (Sunday, 2am-6am)"
CROWN00001910,King Henry VIII,noise,spam_food,(noise),No,,No,No,Hungry After the Hunt We Deliver to Every Palace.eml,Hungry After the Hunt? We Deliver to Every Palace
CROWN00001911,Archbishop Thomas Cranmer,routine,logistics,(routine),No,,No,No,Note the muster of able men in Sussex.eml,Note: the muster of able men in Sussex
CROWN00001912,Archbishop Thomas Cranmer,narrative,succession,Succession,No,,No,No,Concerning the Kings physicians reports.eml,Concerning the King's physicians' reports
CROWN00001913,King Henry VIII,routine,approval,(routine),No,,No,No,Note the wardrobe accounts.eml,Note: the wardrobe accounts
CROWN00001914,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  13 Mar 1546.eml,Tudor Times Weekly — 13 Mar 1546
CROWN00001915,King Henry VIII,routine,approval,(routine),No,,No,No,Re Note the wardrobe accounts.eml,Re: Note: the wardrobe accounts
CROWN00001916,Archbishop Thomas Cranmer,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001917,Archbishop Thomas Cranmer,routine,concern,(routine),No,Confidential,No,No,The muster of able men in hampshire quarterly.eml,The muster of able men in hampshire (quarterly)
CROWN00001918,Queen Catherine Parr,routine,approval,(routine),No,Confidential,No,No,The royal stables accounts  for approval.eml,The royal stables accounts — for approval
CROWN00001919,King Henry VIII,noise,auto_reply,(noise),No,,No,No,Automatic reply Repairs To The Royal Barge.eml,Automatic reply: Repairs To The Royal Barge
CROWN00001920,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  30 Mar 1546.eml,Tudor Times Weekly — 30 Mar 1546
CROWN00001921,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor_Times_Weekly.pdf,Tudor Times Weekly — Full Issue
CROWN00001922,King Henry VIII,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001923,Archbishop Thomas Cranmer,routine,concern,(routine),No,,No,No,The repair of the great clock quarterly.eml,The repair of the great clock (quarterly)
CROWN00001924,King Henry VIII,noise,spam_food,(noise),No,,No,No,NEW The Hampton Court Meat Feast Feeds a Whole Privy Council.eml,NEW: The Hampton Court Meat Feast (Feeds a Whole Privy Council)
CROWN00001925,Queen Catherine Parr,loose,txt,(loose),No,,No,No,Reading_List_catherine_parr065.txt,Reading List
CROWN00001926,Queen Catherine Parr,narrative,succession,Succession,No,,No,No,A word about the Princes household.eml,A word about the Prince's household
CROWN00001927,Archbishop Thomas Cranmer,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  19 May 1546.eml,Tudor Times Weekly — 19 May 1546
CROWN00001928,Archbishop Thomas Cranmer,noise,spam_food,(noise),No,,No,No,Two Trenchers for One  This Sennight Only at Ye Olde Pizza H.eml,Two Trenchers for One — This Sennight Only at Ye Olde Pizza Hut
CROWN00001929,King Henry VIII,narrative,succession,Succession,No,Internal - Privy Council,No,No,the French war accounts  for your consideration.eml,the French war accounts — for your consideration
CROWN00001930,King Henry VIII,narrative,succession,Succession,No,,No,No,Re the French war accounts  for your consideration.eml,Re: the French war accounts — for your consideration
CROWN00001931,Archbishop Thomas Cranmer,routine,request,(routine),No,Confidential,No,No,The kitchen accounts for the quarter quarterly.eml,The kitchen accounts for the quarter (quarterly)
CROWN00001932,Archbishop Thomas Cranmer,routine,request,(routine),No,,No,No,WorkOrder_rtn-00304.docx,Work Order — the kitchen accounts for the quarter
